station_id;station_name;observation_at;variable_type;value_numeric;value_text;unit;downloaded_at
300000108;Cavallino Treporti;2026-07-17T00:05:00;PREC;0.0;0.0;mm;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T00:10:00;DVENTO10M;35.0;35;gradi;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T00:10:00;PREC;0.0;0.0;mm;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T00:10:00;RADSOL;0.0;0.000;MJ/m2;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T00:10:00;TARIA2M;24.5;24.5;°C;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T00:10:00;UMID2M;97.0;97;%;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T00:10:00;VVENTO10M;0.5;0.5;m/s;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T00:15:00;BFOGL;100.0;100;% T;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T00:15:00;PREC;0.0;0.0;mm;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T00:15:00;VISIB;16000.0;16000;m;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T00:20:00;DVENTO10M;26.0;26;gradi;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T00:20:00;PREC;0.0;0.0;mm;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T00:20:00;RADSOL;0.0;0.000;MJ/m2;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T00:20:00;TARIA2M;24.4;24.4;°C;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T00:20:00;UMID2M;98.0;98;%;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T00:20:00;VVENTO10M;0.3;0.3;m/s;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T00:25:00;PREC;0.0;0.0;mm;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T00:30:00;BFOGL;100.0;100;% T;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T00:30:00;DVENTO10M;294.0;294;gradi;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T00:30:00;PREC;0.0;0.0;mm;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T00:30:00;PRESS;1015.5;1015.5;hPa;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T00:30:00;RADSOL;0.0;0.000;MJ/m2;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T00:30:00;TARIA2M;24.4;24.4;°C;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T00:30:00;UMID2M;98.0;98;%;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T00:30:00;VISIB;16000.0;16000;m;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T00:30:00;VVENTO10M;0.5;0.5;m/s;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T00:35:00;PREC;0.0;0.0;mm;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T00:40:00;DVENTO10M;25.0;25;gradi;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T00:40:00;PREC;0.0;0.0;mm;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T00:40:00;RADSOL;0.0;0.000;MJ/m2;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T00:40:00;TARIA2M;24.4;24.4;°C;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T00:40:00;UMID2M;99.0;99;%;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T00:40:00;VVENTO10M;0.4;0.4;m/s;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T00:45:00;BFOGL;100.0;100;% T;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T00:45:00;PREC;0.0;0.0;mm;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T00:45:00;VISIB;16000.0;16000;m;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T00:50:00;DVENTO10M;326.0;326;gradi;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T00:50:00;PREC;0.0;0.0;mm;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T00:50:00;RADSOL;0.0;0.000;MJ/m2;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T00:50:00;TARIA2M;24.3;24.3;°C;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T00:50:00;UMID2M;98.0;98;%;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T00:50:00;VVENTO10M;0.4;0.4;m/s;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T00:55:00;PREC;0.0;0.0;mm;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T01:00:00;BFOGL;100.0;100;% T;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T01:00:00;DVENTO10M;339.0;339;gradi;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T01:00:00;PREC;0.0;0.0;mm;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T01:00:00;PRESS;1015.3;1015.3;hPa;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T01:00:00;RADSOL;0.0;0.000;MJ/m2;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T01:00:00;TARIA2M;24.3;24.3;°C;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T01:00:00;UMID2M;100.0;100;%;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T01:00:00;VISIB;16000.0;16000;m;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T01:00:00;VVENTO10M;0.3;0.3;m/s;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T01:05:00;PREC;0.0;0.0;mm;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T01:10:00;DVENTO10M;36.0;36;gradi;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T01:10:00;PREC;0.0;0.0;mm;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T01:10:00;RADSOL;0.0;0.000;MJ/m2;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T01:10:00;TARIA2M;24.3;24.3;°C;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T01:10:00;UMID2M;100.0;100;%;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T01:10:00;VVENTO10M;0.6;0.6;m/s;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T01:15:00;BFOGL;100.0;100;% T;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T01:15:00;PREC;0.0;0.0;mm;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T01:15:00;VISIB;16000.0;16000;m;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T01:20:00;DVENTO10M;66.0;66;gradi;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T01:20:00;PREC;0.0;0.0;mm;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T01:20:00;RADSOL;0.0;0.000;MJ/m2;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T01:20:00;TARIA2M;24.5;24.5;°C;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T01:20:00;UMID2M;100.0;100;%;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T01:20:00;VVENTO10M;0.7;0.7;m/s;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T01:25:00;PREC;0.0;0.0;mm;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T01:30:00;BFOGL;100.0;100;% T;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T01:30:00;DVENTO10M;48.0;48;gradi;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T01:30:00;PREC;0.0;0.0;mm;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T01:30:00;PRESS;1015.3;1015.3;hPa;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T01:30:00;RADSOL;0.0;0.000;MJ/m2;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T01:30:00;TARIA2M;24.3;24.3;°C;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T01:30:00;UMID2M;99.0;99;%;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T01:30:00;VISIB;16000.0;16000;m;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T01:30:00;VVENTO10M;0.6;0.6;m/s;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T01:35:00;PREC;0.0;0.0;mm;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T01:40:00;DVENTO10M;39.0;39;gradi;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T01:40:00;PREC;0.0;0.0;mm;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T01:40:00;RADSOL;0.0;0.000;MJ/m2;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T01:40:00;TARIA2M;24.3;24.3;°C;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T01:40:00;UMID2M;100.0;100;%;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T01:40:00;VVENTO10M;0.8;0.8;m/s;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T01:45:00;BFOGL;100.0;100;% T;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T01:45:00;PREC;0.0;0.0;mm;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T01:45:00;VISIB;16000.0;16000;m;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T01:50:00;DVENTO10M;63.0;63;gradi;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T01:50:00;PREC;0.0;0.0;mm;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T01:50:00;RADSOL;0.0;0.000;MJ/m2;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T01:50:00;TARIA2M;24.2;24.2;°C;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T01:50:00;UMID2M;100.0;100;%;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T01:50:00;VVENTO10M;0.6;0.6;m/s;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T01:55:00;PREC;0.0;0.0;mm;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T02:00:00;BFOGL;100.0;100;% T;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T02:00:00;DVENTO10M;66.0;66;gradi;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T02:00:00;PREC;0.0;0.0;mm;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T02:00:00;PRESS;1015.3;1015.3;hPa;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T02:00:00;RADSOL;0.0;0.000;MJ/m2;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T02:00:00;TARIA2M;24.3;24.3;°C;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T02:00:00;UMID2M;100.0;100;%;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T02:00:00;VISIB;16318.0;16318;m;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T02:00:00;VVENTO10M;0.7;0.7;m/s;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T02:05:00;PREC;0.0;0.0;mm;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T02:10:00;DVENTO10M;58.0;58;gradi;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T02:10:00;PREC;0.0;0.0;mm;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T02:10:00;RADSOL;0.0;0.000;MJ/m2;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T02:10:00;TARIA2M;24.3;24.3;°C;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T02:10:00;UMID2M;100.0;100;%;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T02:10:00;VVENTO10M;1.0;1.0;m/s;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T02:15:00;BFOGL;100.0;100;% T;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T02:15:00;PREC;0.0;0.0;mm;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T02:15:00;VISIB;16000.0;16000;m;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T02:20:00;DVENTO10M;68.0;68;gradi;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T02:20:00;PREC;0.0;0.0;mm;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T02:20:00;RADSOL;0.0;0.000;MJ/m2;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T02:20:00;TARIA2M;24.3;24.3;°C;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T02:20:00;UMID2M;100.0;100;%;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T02:20:00;VVENTO10M;0.7;0.7;m/s;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T02:25:00;PREC;0.0;0.0;mm;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T02:30:00;BFOGL;100.0;100;% T;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T02:30:00;DVENTO10M;52.0;52;gradi;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T02:30:00;PREC;0.0;0.0;mm;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T02:30:00;PRESS;1014.9;1014.9;hPa;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T02:30:00;RADSOL;0.0;0.000;MJ/m2;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T02:30:00;TARIA2M;24.1;24.1;°C;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T02:30:00;UMID2M;98.0;98;%;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T02:30:00;VISIB;16000.0;16000;m;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T02:30:00;VVENTO10M;0.9;0.9;m/s;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T02:35:00;PREC;0.0;0.0;mm;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T02:40:00;DVENTO10M;55.0;55;gradi;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T02:40:00;PREC;0.0;0.0;mm;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T02:40:00;RADSOL;0.0;0.000;MJ/m2;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T02:40:00;TARIA2M;24.3;24.3;°C;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T02:40:00;UMID2M;96.0;96;%;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T02:40:00;VVENTO10M;1.0;1.0;m/s;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T02:45:00;BFOGL;100.0;100;% T;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T02:45:00;PREC;0.0;0.0;mm;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T02:45:00;VISIB;16000.0;16000;m;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T02:50:00;DVENTO10M;63.0;63;gradi;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T02:50:00;PREC;0.0;0.0;mm;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T02:50:00;RADSOL;0.0;0.000;MJ/m2;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T02:50:00;TARIA2M;24.6;24.6;°C;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T02:50:00;UMID2M;96.0;96;%;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T02:50:00;VVENTO10M;0.8;0.8;m/s;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T02:55:00;PREC;0.0;0.0;mm;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T03:00:00;BFOGL;100.0;100;% T;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T03:00:00;DVENTO10M;51.0;51;gradi;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T03:00:00;PREC;0.0;0.0;mm;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T03:00:00;PRESS;1014.5;1014.5;hPa;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T03:00:00;RADSOL;0.0;0.000;MJ/m2;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T03:00:00;TARIA2M;24.4;24.4;°C;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T03:00:00;UMID2M;97.0;97;%;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T03:00:00;VISIB;16000.0;16000;m;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T03:00:00;VVENTO10M;1.1;1.1;m/s;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T03:05:00;PREC;0.0;0.0;mm;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T03:10:00;DVENTO10M;60.0;60;gradi;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T03:10:00;PREC;0.0;0.0;mm;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T03:10:00;RADSOL;0.0;0.000;MJ/m2;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T03:10:00;TARIA2M;24.5;24.5;°C;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T03:10:00;UMID2M;97.0;97;%;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T03:10:00;VVENTO10M;1.4;1.4;m/s;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T03:15:00;BFOGL;100.0;100;% T;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T03:15:00;PREC;0.0;0.0;mm;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T03:15:00;VISIB;16000.0;16000;m;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T03:20:00;DVENTO10M;62.0;62;gradi;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T03:20:00;PREC;0.0;0.0;mm;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T03:20:00;RADSOL;0.0;0.000;MJ/m2;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T03:20:00;TARIA2M;24.9;24.9;°C;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T03:20:00;UMID2M;91.0;91;%;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T03:20:00;VVENTO10M;1.8;1.8;m/s;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T03:25:00;PREC;0.0;0.0;mm;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T03:30:00;BFOGL;67.0;67;% T;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T03:30:00;DVENTO10M;65.0;65;gradi;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T03:30:00;PREC;0.0;0.0;mm;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T03:30:00;PRESS;1014.0;1014.0;hPa;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T03:30:00;RADSOL;0.0;0.000;MJ/m2;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T03:30:00;TARIA2M;25.2;25.2;°C;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T03:30:00;UMID2M;86.0;86;%;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T03:30:00;VISIB;16000.0;16000;m;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T03:30:00;VVENTO10M;1.6;1.6;m/s;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T03:35:00;PREC;0.0;0.0;mm;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T03:40:00;DVENTO10M;114.0;114;gradi;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T03:40:00;PREC;0.0;0.0;mm;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T03:40:00;RADSOL;0.0;0.000;MJ/m2;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T03:40:00;TARIA2M;24.7;24.7;°C;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T03:40:00;UMID2M;85.0;85;%;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T03:40:00;VVENTO10M;0.5;0.5;m/s;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T03:45:00;BFOGL;57.0;57;% T;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T03:45:00;PREC;0.0;0.0;mm;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T03:45:00;VISIB;16000.0;16000;m;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T03:50:00;DVENTO10M;61.0;61;gradi;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T03:50:00;PREC;0.0;0.0;mm;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T03:50:00;RADSOL;0.0;0.000;MJ/m2;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T03:50:00;TARIA2M;24.4;24.4;°C;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T03:50:00;UMID2M;85.0;85;%;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T03:50:00;VVENTO10M;0.9;0.9;m/s;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T03:55:00;PREC;0.0;0.0;mm;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T04:00:00;BFOGL;0.0;0;% T;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T04:00:00;DVENTO10M;43.0;43;gradi;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T04:00:00;PREC;0.0;0.0;mm;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T04:00:00;PRESS;1014.4;1014.4;hPa;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T04:00:00;RADSOL;0.0;0.000;MJ/m2;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T04:00:00;TARIA2M;24.5;24.5;°C;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T04:00:00;UMID2M;83.0;83;%;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T04:00:00;VISIB;9322.0;9322;m;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T04:00:00;VVENTO10M;0.9;0.9;m/s;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T04:05:00;PREC;0.0;0.0;mm;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T04:10:00;DVENTO10M;53.0;53;gradi;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T04:10:00;PREC;0.0;0.0;mm;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T04:10:00;RADSOL;0.0;0.000;MJ/m2;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T04:10:00;TARIA2M;24.4;24.4;°C;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T04:10:00;UMID2M;86.0;86;%;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T04:10:00;VVENTO10M;0.9;0.9;m/s;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T04:15:00;BFOGL;43.0;43;% T;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T04:15:00;PREC;0.0;0.0;mm;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T04:15:00;VISIB;6681.0;6681;m;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T04:20:00;DVENTO10M;56.0;56;gradi;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T04:20:00;PREC;0.0;0.0;mm;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T04:20:00;RADSOL;0.0;0.000;MJ/m2;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T04:20:00;TARIA2M;24.3;24.3;°C;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T04:20:00;UMID2M;91.0;91;%;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T04:20:00;VVENTO10M;0.8;0.8;m/s;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T04:25:00;PREC;0.0;0.0;mm;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T04:30:00;BFOGL;100.0;100;% T;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T04:30:00;DVENTO10M;42.0;42;gradi;2026-07-19T14:38:15+02:00
300000108;Cavallino Treporti;2026-07-17T04:30:00;PREC;0.0;0.0;mm;2026-07-19T14:38:15+02:00
